id,degree,unmet,need,loan,scholarship,age19,onCampus,outstate,reciprocity,firstgen,act,ap,remedial,ratio,ccount,dcount,wcount
1199,Graduate (original),14.456,0.15000001,0,0,0,1,0,1,1,29,25,0,100,0,0,0
1200,Graduate (original),0,0,0,1.5,0,0,0,0,1,29,8,0,100,0,0,0
1201,Graduate (transfer),11.782,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
1202,Non-Graduate,0,5.2030001,1.092,1.5,0,0,0,0,0,21,0,0,100,1,0,0
1203,Graduate (original),0,1.882,3.9100001,0,0,0,0,0,1,25,0,0,100,0,0,0
1204,Non-Graduate,3.9649999,0,5.0440001,0,0,1,0,1,0,28,0,0,66.666672,1,0,1
1205,Graduate (original),0,0.63700002,4.5580001,0,0,1,0,0,1,22,4,0,100,1,0,0
1206,Graduate (original),1.7739789,0,0,0,0,1,0,0,1,24,0,0,70.588226,2,0,0
1207,Graduate (original),3.7909999,0,0,1.5,0,0,0,0,1,30,0,0,100,0,0,0
1208,Graduate (original),1.7823271,0,0,0,0,1,0,0,1,27,0,0,100,0,0,0
1209,Graduate (transfer),0,0,0,0,0,1,0,0,1,31,8,0,100,0,0,0
1210,Graduate (original),0.912,5.5079999,0,0.5,0,1,0,0,1,27,0,0,93.333344,1,0,1
1211,Non-Graduate,5.5479999,2.4719999,1.294,0,0,0,0,0,1,25,0,0,78.571426,2,0,0
1212,Non-Graduate,3.0209999,0.31799999,3.5439999,0,0,1,0,0,1,24,0,0,76.470589,2,0,0
1213,Graduate (original),3.332396,0,0,0,0,0,0,0,1,28,8,0,81.25,0,0,0
1214,Graduate (original),0,3.4070001,0,0,0,0,0,0,1,18,4,0,100,0,0,0
1215,Non-Graduate,6.1090002,5.1939998,1.147,0,0,0,0,0,0,26,0,0,50,0,0,0
1216,Non-Graduate,6.6259999,0,0,0,0,0,0,0,0,23,0,0,76.92308,2,0,1
1217,Graduate (original),0.078000002,1.35,0,0,0,0,0,1,1,28,0,0,100,0,0,0
1218,Graduate (original),3.0910001,2.204,0,1,0,1,0,0,1,28,22,0,100,0,0,0
1219,Graduate (transfer),0,0.5,0,0,0,1,0,0,1,17,0,0,100,1,0,0
1220,Non-Graduate,0,0,1.294,0,0,1,0,0,0,25,0,0,93.333344,1,1,0
1221,Graduate (original),0,0,1.294,0,0,1,0,0,0,26,10,0,100,0,0,0
1222,Graduate (original),0,0,0,0,0,1,0,1,1,27,7,0,100,1,0,0
1223,Graduate (original),2.4660001,0.75,2.7939999,0,0,1,0,1,1,26,0,0,100,0,0,0
1224,Graduate (original),0,0.30000001,0.75099999,0,0,1,0,0,1,25,4,0,100,1,0,0
1225,Graduate (original),0,0.5,7.1490002,0,0,1,0,0,1,23,0,0,100,1,0,0
1226,Graduate (original),3.7613871,0,0,0,0,0,1,0,1,23,4,0,80,1,0,1
1227,Graduate (original),0,0,1.295,0,0,1,0,1,1,28,0,0,100,0,0,0
1228,Graduate (original),1.889249,0,0,0,0,1,0,0,0,26,0,0,100,0,0,0
1229,Graduate (original),2.9712601,0,0,0,0,0,0,0,0,26,0,0,100,0,0,0
1230,Graduate (transfer),2.6819999,0,0,0,0,1,0,0,1,24,0,0,100,1,0,0
1231,Non-Graduate,7.4559999,4,0,0,0,1,0,1,0,24,0,0,0,0,0,4
1232,Graduate (original),0,0,0,0,0,0,0,0,1,23,0,0,100,1,0,0
1233,Graduate (original),0,2.122,1.295,0,0,1,0,0,0,17,0,1,100,0,0,0
1234,Graduate (original),2.096704,0,0,0,0,1,0,0,0,24,6,0,100,0,0,0
1235,Graduate (original),1.5880671,0,0,0,0,1,0,0,0,25,0,1,100,0,0,0
1236,Graduate (original),0,0,6.4689999,0,0,1,0,1,1,26,4,0,100,1,0,0
1237,Graduate (original),1.369884,0,0,0,0,1,0,0,0,22,0,1,75,1,1,0
1238,Graduate (original),3.0220001,0,1.294,0,0,1,0,0,0,26,26,0,100,0,0,0
1239,Graduate (original),1.876453,0,0,0,0,1,0,0,0,25,0,0,100,0,0,0
1240,Non-Graduate,8.052,2.6960001,0.493,0,0,0,0,0,1,15,0,0,100,0,0,0
1241,Graduate (transfer),6.5890002,3.0439999,1.295,0,0,0,0,0,1,23,0,0,100,1,0,0
1242,Non-Graduate,1.614821,0,0,0,0,1,0,0,1,22,0,0,100,1,0,0
1243,Graduate (original),1.6791019,0,0,0,0,1,0,1,0,21,0,0,100,0,0,0
1244,Graduate (original),0,0,0,0,0,1,1,0,1,20,0,0,100,1,0,0
1245,Graduate (original),0,0.40099999,2.757,0,0,0,0,0,1,24,0,0,100,1,0,0
1246,Non-Graduate,0,0,7.6370001,0,0,1,0,0,0,27,0,0,100,1,0,0
1247,Graduate (original),0,0,0,0,0,1,0,1,1,26,4,0,100,0,0,0
1248,Non-Graduate,0,1.25,2.648,0,1,1,0,1,1,25,4,0,73.333344,2,1,1
1249,Non-Graduate,5.0079999,3.2309999,0,0,1,1,0,0,0,21,0,1,80,1,0,1
1250,Graduate (original),0,0,0,0,0,0,0,0,1,23,0,0,100,3,0,0
1251,Non-Graduate,5.2280002,0,0,0,0,0,0,0,1,26,0,0,54.54546,0,0,2
1252,Non-Graduate,1.608,1.59,0,0,0,0,0,0,1,26,0,0,100,2,0,0
1253,Graduate (original),0,0,1.724,0,0,0,0,0,1,27,0,0,100,2,0,0
1254,Graduate (original),3.310451,0,0,0,0,0,0,0,1,29,0,0,73.333344,0,0,0
1255,Graduate (original),1.514133,0,0,0,0,1,0,1,1,25,0,0,100,0,0,0
1256,Graduate (original),0,0,7.2090001,0,0,1,0,1,1,29,6,1,47.058819,2,0,2
1257,Non-Graduate,0.995,0.85000002,2.7939999,0,0,1,0,1,0,24,0,0,100,0,0,0
1258,Graduate (original),2.974272,0,0,0,0,0,0,0,1,21,0,0,73.333344,1,0,0
1259,Graduate (original),0,0,1.015,0,0,1,0,0,0,21,0,0,100,0,0,0
1260,Graduate (original),4.0706959,0,0,0,1,0,1,0,1,33,0,0,100,0,0,0
1261,Non-Graduate,0.26699999,0,0,0,0,1,0,1,0,26,0,0,100,4,0,0
1262,Graduate (original),3.720144,0,0,0,0,0,1,0,1,22,0,0,100,0,0,0
1263,Non-Graduate,0,0,3.5450001,0,0,1,0,1,0,22,0,0,100,1,0,0
1264,Non-Graduate,7.5640001,0,2.586,0,0,1,1,0,0,15,0,1,100,2,0,0
1265,Graduate (original),0,0,5.7680001,0,0,1,0,1,1,25,0,0,100,2,0,0
1266,Graduate (original),0,5.5289998,0,1.5,0,1,0,0,1,29,8,0,100,0,0,0
1267,Graduate (original),1.337,0,5.0440001,0,0,1,0,1,0,22,0,0,100,0,0,0
1268,Graduate (original),0,2.359,1.077,0,0,1,0,0,1,24,0,0,100,0,0,0
1269,Graduate (transfer),1.838944,0,0,0,0,1,0,1,1,27,15,0,100,0,0,0
1270,Graduate (original),0,0,1.294,0.25,0,1,0,0,1,31,19,0,100,0,0,0
1271,Non-Graduate,0,3.95,1.132,0,0,0,1,0,0,18,0,1,61.53846,0,1,0
1272,Graduate (original),0,0,3.405,0,0,1,1,0,0,21,4,0,100,0,0,0
1273,Graduate (original),0,0,5.381,0.125,0,1,0,0,0,25,3,0,100,2,0,0
1274,Graduate (original),0,3.2969999,0,2.5,0,0,0,0,1,30,11,0,100,0,0,0
1275,Non-Graduate,0,0,0,0,0,1,1,0,0,25,0,0,81.25,1,1,0
1276,Graduate (original),0,5.1570001,2.112,0,0,0,0,0,0,20,0,1,100,0,0,0
1277,Non-Graduate,4.237,1.312,5.007,0,0,1,0,0,0,25,0,0,69.230766,0,0,1
1278,Graduate (original),1.2130001,0,0,0,0,1,0,1,1,24,0,0,100,2,0,0
1279,Graduate (original),3.79,4,0,0,0,0,0,1,1,21,0,0,100,0,0,0
1280,Graduate (original),0,6.0469999,0,2,0,0,0,0,0,21,0,0,77.777779,1,1,0
1281,Graduate (original),0,0.75,0,2.5,0,1,0,1,1,32,0,0,100,0,0,0
1282,Graduate (original),0,1.5,0,1,0,0,0,0,1,25,0,0,100,0,0,0
1283,Graduate (original),0,1.2,4.7639999,0,0,1,0,0,1,24,0,0,100,0,0,0
1284,Graduate (original),1.316188,0,0,0,0,1,0,0,1,27,6,0,88.888893,4,1,0
1285,Graduate (original),0,0,0,0,0,1,0,0,1,28,0,0,100,0,0,0
1286,Graduate (original),3,0,1.114,0,0,1,0,1,1,23,4,0,100,2,0,0
1287,Graduate (original),0,3.3770001,0,1,0,1,0,0,1,27,0,0,100,0,0,0
1288,Graduate (original),0,0,1.294,0,0,0,0,0,0,23,0,0,70.588226,1,1,1
1289,Graduate (original),0,0.97399998,4.9099998,0,0,1,0,0,1,26,11,0,100,0,0,0
1290,Graduate (original),0,0,4.875,0,0,1,0,0,1,25,0,0,76.470589,2,0,1
1291,Graduate (original),1.576,0,1.294,0,0,1,0,1,1,21,0,0,100,2,0,0
1292,Graduate (original),0,0,1.294,0,0,1,0,0,1,26,6,0,100,0,0,0
1293,Graduate (original),0,0.34999999,5.0640001,0,0,1,0,0,1,26,8,0,100,0,0,0
1294,Graduate (transfer),0.028000001,5.2360001,0.95999998,0,0,1,0,0,1,26,0,0,100,0,0,0
1295,Graduate (original),0,0,5.599,0,0,1,1,0,1,27,11,0,100,0,0,0
1296,Graduate (original),0,5.2789998,1.08,0,0,1,0,0,0,21,0,0,100,1,0,0
1297,Graduate (original),1.589105,0,0,0,0,1,0,1,1,22,0,0,100,0,0,0
1298,Graduate (original),0,0,1.294,0,0,0,0,0,1,31,4,0,100,2,0,0
1299,Non-Graduate,1.556043,0,0,0,0,1,0,0,0,25,0,0,100,2,0,0
1300,Non-Graduate,0,1.99975,0,1,0,0,0,0,1,25,0,0,107.1429,0,0,0
1301,Graduate (original),0,4.9530001,0,2.5,0,1,0,0,1,30,0,0,100,0,0,0
1302,Graduate (original),2.6819999,0,0,0,0,1,0,0,0,23,4,0,100,0,0,0
1303,Graduate (original),11.436,0.1,0,1.5,0,1,0,0,1,30,0,0,100,0,0,0
1304,Graduate (original),0,0,0,0,0,1,0,0,1,29,39,0,100,0,0,0
1305,Graduate (original),1.30077,0,0,0,0,1,0,0,0,22,0,0,100,3,0,0
1306,Graduate (original),1.635089,0,0,0,0,1,0,0,1,29,0,0,100,1,0,0
1307,Graduate (original),0,1.5,1.294,0,0,1,0,1,1,28,0,0,100,0,0,0
1308,Graduate (original),0,0,0,0,0,1,0,1,1,30,13,0,100,0,0,0
1309,Graduate (original),2.02338,0,0,0,0,1,0,0,1,26,0,0,100,0,0,0
1310,Non-Graduate,0,0,0,0,0,1,0,0,0,25,0,0,100,2,0,0
1311,Non-Graduate,4.3769999,1.016,5.0009999,0,0,1,0,0,1,22,0,0,28.57143,0,1,0
1312,Graduate (original),0,1.041,2.6949999,0,0,1,0,0,1,31,0,0,100,0,0,0
1313,Graduate (original),0,3.299,2.0209999,0,0,0,0,0,0,24,0,0,100,0,0,0
1314,Graduate (original),1.582,0.66399997,3.5439999,0,0,1,0,0,0,22,0,0,100,0,0,0
1315,Graduate (transfer),0.097999997,5.2290001,0,0,0,0,0,0,1,15,0,0,80,0,1,0
1316,Graduate (original),0,0,4.2189999,0,0,1,0,1,1,24,0,0,100,2,1,0
1317,Graduate (original),1.850861,0,0,0,0,1,0,0,0,23,0,0,100,0,0,0
1318,Graduate (original),0,0,0,0,0,1,0,0,1,26,13,0,100,0,0,0
1319,Graduate (original),0,0,6.3429999,0,0,1,0,0,0,24,4,0,100,1,0,0
1320,Non-Graduate,2.526,0,1.294,0,0,1,0,1,0,33,4,0,64.285713,3,1,0
1321,Graduate (original),2.133554,0,0,0,0,1,0,0,1,30,10,0,100,0,0,0
1322,Non-Graduate,3.8279459,0,0,0,0,0,0,0,1,18,0,1,0,0,0,0
1323,Graduate (original),0,0,6.3429999,0,0,1,0,0,0,27,0,0,100,1,0,0
1324,Graduate (original),0,0.5,6.5739999,0,0,1,0,1,1,26,0,0,100,0,0,0
1325,Graduate (original),1.799873,0,0,0,0,1,0,1,1,26,8,0,100,0,0,0
1326,Graduate (original),1.22,0.64999998,2.7939999,0,0,1,0,1,1,27,0,0,100,2,0,0
1327,Non-Graduate,0,0,2.3399999,0,0,0,0,0,0,20,0,0,69.230766,1,0,1
1328,Graduate (transfer),0,0,1.227,0,0,1,0,1,1,24,7,0,100,0,0,0
1329,Graduate (original),0.52999997,0.61699998,3.244,0,0,1,0,0,1,25,0,0,100,0,0,0
1330,Non-Graduate,3.7679999,0,0,0,0,0,0,0,0,15,0,1,100,1,0,0
1331,Non-Graduate,1.974,0.59899998,1.294,0,0,1,0,0,0,21,0,1,100,0,0,0
1332,Graduate (original),0,0.1,0,1.5,0,1,0,0,1,33,17,0,93.75,0,0,1
1333,Graduate (original),0,3.1029999,0,0,0,1,0,0,1,23,0,0,100,1,0,0
1334,Graduate (original),0,0.625,7.027,0,0,1,0,0,1,28,0,0,100,2,0,0
1335,Graduate (original),0.19400001,2.7520001,2.25,0,0,1,0,0,0,21,0,0,100,2,0,0
1336,Graduate (original),0,0,3.9000001,0,0,1,0,1,0,20,6,0,78.571426,1,0,0
1337,Graduate (original),1.554355,0,0,0,0,0,0,0,0,22,0,1,100,4,0,0
1338,Graduate (original),0,0,0,0,0,1,0,0,1,29,0,0,100,0,0,0
1339,Graduate (original),0.66299999,1.15,2.793,0,0,1,0,1,1,24,0,0,100,0,0,0
1340,Graduate (original),0,0.63999999,5.592,0,0,1,0,0,1,28,8,0,100,1,0,0
1341,Graduate (original),2.5763929,0,0,0,0,0,0,0,1,25,0,0,100,0,0,0
1342,Graduate (original),7.6360002,0,4,0,0,1,1,0,1,28,0,0,100,0,0,0
1343,Graduate (transfer),0,0.5,6.6020002,0,0,1,0,1,0,25,6,0,73.333344,3,1,0
1344,Graduate (original),0,0,0,1,0,0,0,0,1,22,0,0,100,0,0,0
1345,Graduate (original),0,5.2849998,2.0150001,0,0,1,0,0,1,25,0,0,100,2,0,0
1346,Graduate (original),1.067567,0,0,0,0,1,0,1,1,24,0,0,100,2,0,0
1347,Graduate (original),2.671,0.477,1.294,0,0,0,0,0,0,24,0,0,100,0,1,0
1348,Graduate (original),6.526,3.25,0,1.25,0,0,0,0,1,26,17,0,100,0,0,0
1349,Graduate (original),1.930849,0,0,0,0,1,0,1,1,30,12,0,100,0,0,0
1350,Graduate (original),0.18700001,5.2030001,0,0,0,0,0,0,1,24,7,0,100,1,0,0
1351,Graduate (original),9.2559996,1.15,0,0,0,1,0,1,0,26,7,0,93.333344,0,0,1
1352,Graduate (original),2.2014821,0,0,0,0,1,0,1,1,29,24,0,100,0,0,0
1353,Non-Graduate,0,3.1730001,2.688,0,0,1,0,0,0,21,0,0,80,2,0,0
1354,Graduate (original),0,0,0,0.5,0,0,0,0,1,25,12,0,100,1,0,0
1355,Graduate (transfer),0,0,5.7680001,0,0,1,0,1,1,22,0,0,100,2,1,0
1356,Graduate (original),1.258984,0,0,0,0,1,0,0,1,20,0,0,100,2,0,0
1357,Graduate (transfer),0,0,2.925,0,0,1,0,1,1,23,0,0,76.470589,1,0,1
1358,Graduate (original),0,3.803,0,0,0,1,0,0,1,24,0,0,100,0,0,0
1359,Graduate (original),1.530327,0,0,0,0,1,0,1,0,25,0,0,100,1,0,0
1360,Graduate (original),1.222,0,1.294,0,0,1,0,1,1,25,0,0,100,1,0,0
1361,Non-Graduate,6.0339999,3.1570001,0,0,0,0,0,0,1,15,0,1,42.85714,1,0,0
1362,Non-Graduate,0,0,1.294,0,0,1,0,0,1,26,30,0,23.529409,1,0,1
1363,Graduate (original),0,0.25,0,0,0,1,0,1,1,33,25,0,100,0,0,0
1364,Graduate (original),0,2.26,2.7780001,0,0,1,0,0,1,24,0,0,100,0,0,0
1365,Non-Graduate,14.456,0,0,0,0,1,0,1,1,32,0,0,100,1,0,0
1366,Graduate (original),0.38999999,0.44999999,2.7939999,0,0,1,0,1,1,32,4,0,100,0,0,0
1367,Non-Graduate,7.5320001,2.7739999,0,0,0,0,0,0,1,15,0,0,100,0,2,0
1368,Graduate (original),0,0.64999998,3.3840001,0.5,0,1,0,1,1,33,0,0,125,0,0,0
1369,Graduate (original),0,1.256,0,0,0,1,0,0,0,21,0,0,100,1,0,0
1370,Graduate (original),0,0,0,0,0,1,0,0,1,22,0,0,100,1,0,0
1371,Non-Graduate,0,0,6.1690001,0,0,1,0,0,1,25,0,0,100,0,0,0
1372,Graduate (original),0,0.87,3.9960001,0,0,1,0,0,0,21,0,0,100,2,0,0
1373,Graduate (original),0,0,0,0,0,0,0,0,1,24,0,0,100,2,0,0
1374,Graduate (original),10.649,0,0,0,0,1,1,0,1,20,0,0,100,0,0,0
1375,Non-Graduate,0,0,1.294,1.5,0,0,0,0,1,27,0,0,93.75,0,0,0
1376,Graduate (original),5.6700001,4.4829998,0,0,0,0,0,0,1,25,7,0,100,2,0,0
1377,Graduate (original),0,0,7.6929998,0,0,1,0,0,0,24,0,0,100,0,0,0
1378,Graduate (original),0,0,7.3930001,0,0,1,0,0,1,23,12,0,100,0,0,0
1379,Graduate (original),2.5869999,3.3729999,0.801,0,0,1,0,0,0,26,0,0,100,0,0,0
1380,Non-Graduate,0,0,5.6820002,0,0,1,0,0,1,30,11,0,100,0,0,0
1381,Graduate (original),2.8465581,0,0,0,0,1,1,0,1,27,4,0,105.8824,0,0,0
1382,Graduate (original),0,0,0,1.5,0,1,0,0,1,29,4,0,100,0,0,0
1383,Graduate (original),0,0,0,1.5,0,1,0,0,1,29,0,0,100,0,0,0
1384,Graduate (original),2.985117,0,0,0,0,1,1,0,1,27,0,0,73.333344,1,1,0
1385,Graduate (original),0,3.1800001,2.7090001,0,0,1,0,0,1,27,4,0,100,0,0,0
1386,Graduate (original),1.989813,0,0,0,0,1,0,0,0,25,0,0,100,0,0,0
1387,Graduate (original),0,1.25,0,0,0,1,0,1,1,30,12,0,100,0,0,0
1388,Graduate (original),0,3.2,3.29,0,0,1,0,1,1,32,0,0,100,0,0,0
1389,Graduate (original),0,0,2.4990001,0,0,1,0,0,1,26,12,0,52.63158,2,0,1
1390,Graduate (original),0,0,0,0,0,1,0,0,1,28,0,0,100,0,0,0
1391,Graduate (original),2.214839,0,0,0,0,0,0,0,1,19,0,0,100,2,0,0
1392,Graduate (original),0,0,6.1739998,0,0,1,0,0,1,29,0,0,100,2,0,0
1393,Non-Graduate,3.6259999,2.99,1.724,0,0,0,0,0,1,22,0,0,75,2,1,0
1394,Non-Graduate,5.4790001,1.487,0,0,0,0,0,0,1,17,0,1,50,2,1,0
1395,Non-Graduate,2.7287829,0,0,0,0,0,0,0,0,24,0,0,100,1,0,0
1396,Graduate (original),1.264577,0,0,0,0,1,0,1,1,26,0,0,100,0,0,0
1397,Graduate (original),2.995996,0,0,0,0,0,0,0,1,29,11,0,100,0,0,0
1398,Graduate (original),2.1554201,0,0,0,0,0,0,0,1,26,0,0,100,2,0,0
1399,Graduate (original),0,0,3.5439999,0,0,1,0,0,1,24,0,0,100,0,0,0
1400,Non-Graduate,0,0,1.294,0,0,1,0,0,0,22,0,1,100,0,0,0
1401,Graduate (original),3.1830001,5.1040001,1.464,0,0,0,0,0,0,18,0,0,100,0,0,0
1402,Graduate (original),0,4.4250002,1.744,0,0,1,0,0,1,24,0,0,100,1,0,0
1403,Graduate (original),1.5369999,5.566,1.499,0,1,1,0,0,1,20,0,0,100,2,0,0
1404,Non-Graduate,10.275,1.487,0,0,0,0,0,0,1,16,0,1,0,0,0,0
1405,Non-Graduate,0,0,7.0619998,0,0,1,1,0,1,24,0,0,82.352943,1,0,1
1406,Graduate (original),1.606721,0,0,0,0,1,0,1,1,26,4,0,100,0,0,0
1407,Graduate (original),0.53399998,1.25,0,0,0,1,0,1,1,27,0,0,100,1,0,0
1408,Graduate (original),1.1482559,0,0,0,0,1,0,1,1,25,0,0,100,1,0,0
1409,Graduate (original),0,0,1.293,0,0,1,0,0,1,26,4,0,100,0,0,0
1410,Graduate (original),0,0,8.9580002,0,0,1,0,0,1,23,0,0,100,0,0,0
1411,Graduate (original),1.025896,0,0,0,0,1,0,0,1,23,0,0,94.117653,3,1,0
1412,Graduate (original),1.88289,0,0,0,0,1,0,0,1,26,0,0,100,0,0,0
1413,Graduate (original),0,0,0,0,0,1,0,0,1,27,4,0,100,1,0,0
1414,Non-Graduate,0,0,6.573,0,0,1,0,1,0,27,0,0,100,2,0,0
1415,Graduate (original),15.026,0.30500001,0,0,0,1,0,0,1,30,31,0,100,0,0,0
1416,Graduate (original),0,0,3.5439999,0,0,1,0,0,1,21,0,0,100,1,0,0
1417,Graduate (original),5.4809999,3.256,0,0,0,0,0,0,0,20,0,1,100,0,0,0
1418,Graduate (original),0,0,0,0,0,1,0,0,1,27,7,0,100,0,0,0
1419,Graduate (original),0,0,7.6370001,0,0,1,0,0,1,23,4,0,100,1,0,0
1420,Graduate (transfer),3,0,1.284,1,0,1,0,0,1,30,0,0,100,0,0,0
1421,Graduate (original),1.397041,0,0,0,0,1,0,1,0,20,0,0,100,1,0,0
1422,Graduate (original),13.436,1.1,0,0,0,1,0,0,1,27,0,0,100,0,0,0
1423,Non-Graduate,3.075,1.761,2.438,0,0,0,0,0,0,22,0,0,100,0,0,0
1424,Graduate (original),3.642,0,1.294,0,0,1,1,0,0,26,4,0,100,2,0,0
1425,Graduate (original),0,1,6.2309999,1.5,0,1,0,0,1,30,0,0,100,0,0,0
1426,Graduate (original),0,0,1.724,0,0,1,0,0,1,32,59,0,100,0,0,0
1427,Graduate (original),0,0.30500001,0.98500001,0,0,1,0,0,1,32,35,0,100,2,0,0
1428,Non-Graduate,2.81111,0,0,0,0,0,0,0,0,25,0,0,100,0,1,0
1429,Graduate (original),0,0,0,0,0,1,0,1,1,19,0,0,100,1,0,0
1430,Graduate (original),0,5.0079999,0,1.625,1,0,0,0,1,20,4,0,100,1,0,0
1431,Graduate (transfer),14.456,0,0,0,0,1,0,1,1,26,8,0,50,0,1,0
1432,Graduate (original),0,1.595,4.1919999,0,0,1,0,0,1,29,0,0,100,1,0,0
1433,Graduate (original),0,3.872,0,3.25,0,0,0,0,1,32,0,0,100,1,0,0
1434,Non-Graduate,0,2.2750001,3.994,0,0,1,0,1,1,19,0,1,88.235298,1,1,1
1435,Non-Graduate,9.5050001,0,0,0,0,1,0,1,0,20,0,0,100,0,0,0
1436,Non-Graduate,3.967,5.4380002,0,0,0,0,0,0,0,20,0,1,50,0,1,1
1437,Graduate (original),0,0,0,0,0,1,0,1,1,30,0,0,100,0,0,0
1438,Non-Graduate,4.7909999,0,6.5450001,0,0,0,0,1,0,22,0,0,81.25,1,0,1
1439,Non-Graduate,0,2.704,5.3649998,0,0,0,0,0,1,26,0,0,75,1,0,0
1440,Non-Graduate,0,0,0,0,0,1,1,0,1,30,0,0,100,1,0,0
1441,Graduate (original),0.169,5.1599998,6.0320001,0,0,0,0,0,1,28,0,0,100,0,0,0
1442,Graduate (original),0,1.25,1.294,3,0,1,0,0,1,28,0,0,100,0,0,0
1443,Graduate (original),15.636,0.5,0,0,0,1,0,0,1,29,12,0,100,0,0,0
1444,Graduate (original),0.8506825,0,0,0,0,1,0,1,1,24,0,0,100,3,0,0
1445,Non-Graduate,5.553,2.237,0,0,0,0,0,0,0,15,0,0,100,0,0,0
1446,Graduate (original),13.015,0,0,1,0,0,0,0,1,26,22,0,100,0,0,0
1447,Graduate (original),1.601,2.8499999,1.5,0,0,0,0,1,1,23,0,0,100,1,0,0
1448,Graduate (original),0,0,0,1,0,1,0,0,1,32,11,0,100,0,0,0
1449,Graduate (original),1.949,1.223,0,0,0,1,0,0,1,25,0,0,100,0,0,0
1450,Graduate (transfer),7.1849999,3.161,1.0369999,0,0,1,0,0,0,27,0,0,100,0,0,0
1451,Graduate (original),0,1.783,2.6589999,0,0,0,0,0,1,19,0,0,100,1,0,0
1452,Graduate (original),0,2.8429999,4.9419999,0,0,1,0,0,1,25,0,0,100,0,0,0
1453,Graduate (original),0,0,0,0,0,1,0,0,1,29,8,0,100,1,0,0
1454,Graduate (original),1.865965,0,0,0,0,1,0,0,1,26,0,0,100,0,0,0
1455,Non-Graduate,0.097000003,4.0879998,1,0,0,0,0,0,0,16,0,1,100,1,0,0
1456,Graduate (original),0,0,0,0,0,1,0,0,0,17,0,0,100,0,0,0
1457,Graduate (original),0,0,7.6370001,0,0,1,0,0,1,30,0,0,100,0,0,0
1458,Graduate (original),1.733001,0,0,0,0,1,0,0,1,25,4,0,100,1,0,0
1459,Non-Graduate,5.4359999,1.77,1.294,0,0,0,0,0,1,23,0,0,75,1,1,1
1460,Graduate (original),0,3.8529999,0,1,0,0,0,0,1,24,0,0,100,0,0,0
1461,Graduate (original),0,0,5.1490002,0,0,1,0,1,0,24,0,0,100,1,0,0
1462,Graduate (original),0,0,0,0,0,1,0,0,1,26,0,0,68.75,2,1,0
1463,Graduate (original),0,0.22499999,0,1.5,0,1,0,0,1,29,0,0,100,0,0,0
1464,Graduate (original),0,0,2.2969999,1.5,0,1,0,0,1,32,0,0,100,1,0,0
1465,Graduate (original),0,0,0,0,0,1,0,1,1,24,0,0,71.428574,2,1,0
1466,Graduate (original),15.636,0.625,0,0,0,0,0,0,1,26,0,0,70.588226,1,0,1
1467,Graduate (original),0,0.375,6.4520001,0,0,1,0,1,1,24,0,0,100,1,0,0
1468,Graduate (original),11.136,1,0,0,0,1,0,1,1,25,4,0,100,1,0,0
1469,Graduate (original),2.174,4.8779998,0,0,0,0,0,0,1,15,0,0,100,1,0,0
1470,Graduate (original),0,3.25,0,0,0,1,0,0,1,23,4,0,100,0,0,0
1471,Graduate (original),0,0,5.3070002,0,0,1,0,1,1,24,4,0,100,4,0,0
1472,Graduate (original),0,0,1.198,0,0,1,1,0,1,18,0,1,100,1,0,0
1473,Graduate (original),0,0,0,0.5,0,1,0,1,1,34,31,0,100,0,0,0
1474,Graduate (original),15.336,0.15000001,0,0,0,1,0,0,1,24,20,0,100,0,0,0
1475,Graduate (original),1.568839,0,0,0,0,1,0,0,0,26,0,0,100,2,0,0
1476,Graduate (transfer),3.1858251,0,0,0,0,1,1,0,1,31,16,0,100,0,0,0
1477,Graduate (transfer),0,3.6500001,1.9220001,0,0,1,0,1,1,27,4,0,100,0,0,0
1478,Graduate (transfer),0,0,7.6370001,0,0,1,0,1,1,28,19,0,100,0,0,0
1479,Graduate (original),5.6680002,0,0,0,0,0,0,0,0,19,0,1,100,3,0,0
1480,Graduate (original),2.8293569,0,0,0,0,1,1,0,0,24,14,0,100,0,0,0
1481,Non-Graduate,0,3.721,1.294,1,0,1,0,0,1,25,8,0,100,2,1,0
1482,Graduate (original),2.851542,0,0,0,0,0,0,0,1,26,0,0,100,0,0,0
1483,Graduate (original),0,1.45,2.71,0,0,1,1,0,1,21,0,0,100,1,0,0
1484,Graduate (original),1.946871,0,0,0,0,1,0,0,1,31,0,0,100,0,0,0
1485,Graduate (original),0,0,0,0,0,1,0,0,0,26,0,0,100,0,0,0
1486,Graduate (transfer),14.456,0.75,0,0,0,1,0,1,1,27,15,0,100,0,0,0
1487,Graduate (original),0,0.5,5.599,1,0,1,0,1,1,26,0,0,73.333344,0,1,0
1488,Graduate (original),2.276,3.7030001,0,0,0,0,0,0,0,20,4,0,100,1,0,0
1489,Non-Graduate,4.0650001,5.0180001,0,0,0,0,0,0,1,16,0,0,0,0,0,0
1490,Non-Graduate,1.395605,0,0,0,0,1,0,1,1,26,0,0,75,0,0,1
1491,Graduate (transfer),0,4,1.725,0,0,1,0,1,1,20,0,0,100,0,0,0
1492,Graduate (original),0,0,0,0,0,1,0,0,1,35,0,0,100,0,0,0
1493,Graduate (original),0,0,0,0,0,0,0,0,1,23,0,0,75,2,0,0
1494,Non-Graduate,0,0,4.993,0,0,1,0,1,1,28,0,0,100,1,0,0
